都道府県,地域名,0_常住地による人口（夜間人口）,001_従業も通学もしていない,002_自市区町村で従業・通学,0021_自宅で従業,0022_自宅外の自市区町村で従業・通学,003_他市区町村で従業・通学,0031_自市内他区で従業・通学,0032_県内他市町村で従業・通学,0033_他県で従業・通学,0034_従業・通学市区町村「不詳・外国」,004_従業地・通学地「不詳」,0R1_（再掲）流出人口,1_従業地・通学地による人口（昼間人口）,101_うち他市区町村に常住,1011_自市内他区に常住,1012_県内他市町村に常住,1013_他県に常住,102_うち従業地・通学地「不詳」又は従業・通学市区町村「不詳・外国」で当地に常住している者,1R1_（再掲）流入人口,
福島県,楢葉町,3710,1578,1094,172,922,690,0,663,13,14,348,676,5369,2335,0,2094,241,362,2335,144.71698
福島県,富岡町,2128,423,814,89,725,523,0,504,14,5,368,518,4334,2724,0,2377,347,373,2724,203.66541
福島県,川内村,2044,782,745,147,598,204,0,186,11,7,313,197,2258,411,0,366,45,320,411,110.46967
福島県,大熊町,847,89,718,9,709,30,0,22,8,0,10,30,4985,4168,0,3735,433,10,4168,588.54782
福島県,双葉町,0,0,0,0,0,0,0,0,0,0,0,0,997,997,0,863,134,0,997,0
福島県,浪江町,1923,517,878,110,768,181,0,168,7,6,347,175,3894,2146,0,1823,323,353,2146,202.4961
福島県,葛尾村,420,150,194,67,127,57,0,52,2,3,19,54,810,444,0,422,22,22,444,192.85714
福島県,新地町,7905,2864,2530,540,1990,2267,0,1666,562,39,244,2228,7261,1584,0,1124,460,283,1584,91.85326
福島県,飯舘村,1318,677,374,139,235,138,0,125,3,10,129,128,2230,1040,0,994,46,139,1040,169.19575
茨城県,茨城県,2867009,949315,991788,154769,837019,643940,0,481845,149582,12513,281966,149582,2803334,567752,0,481845,85907,294479,85907,97.77904
茨城県,水戸市,270685,88825,114619,10680,103939,39054,0,35546,2912,596,28187,38458,295673,63446,0,60603,2843,28783,63446,109.23139
茨城県,日立市,174508,66805,74335,5511,68824,16629,0,15077,1361,191,16739,16438,185583,27513,0,25886,1627,16930,27513,106.34641
茨城県,土浦市,142074,46951,47740,5787,41953,30313,0,24264,5685,364,17070,29949,155055,42930,0,39417,3513,17434,42930,109.13679
茨城県,古河市,139344,44511,52234,7226,45008,27982,0,9172,17827,983,14617,26999,132261,19916,0,8665,11251,15600,19916,94.9169
茨城県,石岡市,73061,22920,21769,4672,17097,16956,0,15074,1339,543,11416,16413,68362,11714,0,11316,398,11959,11714,93.56839
茨城県,結城市,50645,17304,15973,3476,12497,14070,0,6484,7342,244,3298,13826,47075,10256,0,5874,4382,3542,10256,92.95093
茨城県,龍ケ崎市,76420,25275,20790,3130,17660,21156,0,13109,7748,299,9199,20857,68010,12447,0,10769,1678,9498,12447,88.99503
茨城県,下妻市,42521,13174,14369,2955,11414,11371,0,9899,1229,243,3607,11128,41805,10412,0,9711,701,3850,10412,98.31613
茨城県,常総市,60834,19098,20503,3783,16720,15472,0,12475,2561,436,5761,15036,62548,16750,0,15194,1556,6197,16750,102.8175
茨城県,常陸太田市,48602,19815,14347,3205,11142,13091,0,12435,448,208,1349,12883,41370,5651,0,5517,134,1557,5651,85.11995
茨城県,高萩市,27699,11324,7854,1075,6779,7126,0,6709,361,56,1395,7070,25802,5173,0,4797,376,1451,5173,93.15138
茨城県,北茨城市,41801,15629,15164,1804,13360,7946,0,5648,2103,195,3062,7751,39633,5583,0,3737,1846,3257,5583,94.81352
茨城県,笠間市,73173,24462,24160,4731,19429,17368,0,15887,1043,438,7183,16930,67187,10944,0,10473,471,7621,10944,91.81939
茨城県,取手市,104524,36901,23208,3893,19315,29799,0,11501,17581,717,14616,29082,93616,18174,0,11970,6204,15333,18174,89.56412
茨城県,牛久市,84651,29327,19551,2949,16602,26658,0,18614,7505,539,9115,26119,73549,15017,0,13079,1938,9654,15017,86.88497
茨城県,つくば市,241656,63896,99105,9551,89554,45396,0,30351,14178,867,33259,44529,254873,57746,0,46645,11101,34126,57746,105.46934
茨城県,ひたちなか市,156581,51904,56778,5771,51007,33307,0,31354,1523,430,14592,32877,152640,28936,0,27680,1256,15022,28936,97.48309
茨城県,鹿嶋市,66950,24517,25201,2458,22743,10428,0,8864,1439,125,6804,10303,70557,13910,0,11113,2797,6929,13910,105.3876
茨城県,潮来市,27604,9584,7411,1624,5787,7919,0,6306,1437,176,2690,7743,23952,4091,0,3499,592,2866,4091,86.77003
茨城県,守谷市,68421,21571,16693,2496,14197,23524,0,10855,12451,218,6633,23306,57936,12821,0,10032,2789,6851,12821,84.67576
茨城県,常陸大宮市,39267,14204,13517,2778,10739,8277,0,7269,736,272,3269,8005,37315,6053,0,5781,272,3541,6053,95.0289
茨城県,那珂市,53502,18764,12710,2776,9934,17731,0,16938,466,327,4297,17404,46175,10077,0,9904,173,4624,10077,86.30518
茨城県,筑西市,100753,34103,36880,6732,30148,20772,0,14183,6086,503,8998,20269,97062,16578,0,12387,4191,9501,16578,96.33659
茨城県,坂東市,52265,16144,20314,5502,14812,13122,0,9710,3310,102,2685,13020,48752,9507,0,7569,1938,2787,9507,93.27848
茨城県,稲敷市,39039,13511,12031,2858,9173,9789,0,6800,2640,349,3708,9440,38254,8655,0,6832,1823,4057,8655,97.98919
茨城県,かすみがうら市,40087,13574,11613,2959,8654,13206,0,12166,950,90,1694,13116,34360,7389,0,7081,308,1784,7389,85.71357
茨城県,桜川市,39122,13785,12860,2965,9895,9987,0,8342,1412,233,2490,9754,34998,5630,0,4790,840,2723,5630,89.45862
茨城県,神栖市,95454,27596,42928,4611,38317,12671,0,6365,6040,266,12259,12405,99679,16630,0,8751,7879,12525,16630,104.42622
茨城県,行方市,32185,10736,12879,4940,7939,7649,0,6945,583,121,921,7528,29320,4663,0,4455,208,1042,4663,91.09834
茨城県,鉾田市,45953,13130,17866,6932,10934,8977,0,8302,300,375,5980,8602,42479,5128,0,5020,108,6355,5128,92.4401
茨城県,つくばみらい市,49872,16070,12224,2393,9831,17526,0,11394,5757,375,4052,17151,44185,11464,0,9728,1736,4427,11464,88.59681
茨城県,小美玉市,48870,14849,16801,3647,13154,12949,0,11855,708,386,4271,12563,47969,11662,0,11335,327,4657,11662,98.15633
茨城県,茨城町,31401,11097,9305,3060,6245,9764,0,9410,253,101,1235,9663,29503,7765,0,7662,103,1336,7765,93.95561
茨城県,大洗町,15715,5298,5026,1060,3966,4093,0,3958,92,43,1298,4050,15774,4109,0,3975,134,1341,4109,100.37544
茨城県,城里町,18097,6024,4464,1380,3084,6028,0,5659,181,188,1581,5840,14309,2052,0,1997,55,1769,2052,79.06835
茨城県,東海村,37891,12735,11417,1441,9976,11309,0,10688,468,153,2430,11156,37688,10953,0,10550,403,2583,10953,99.46425
茨城県,大子町,15736,6558,6667,1754,4913,2194,0,1514,640,40,317,2154,14926,1344,0,797,547,357,1344,94.85257
茨城県,美浦村,14602,5221,4083,648,3435,4098,0,3657,396,45,1200,4053,14298,3749,0,3482,267,1245,3749,97.91809
茨城県,阿見町,48553,16022,14244,2086,12158,14836,0,12575,2144,117,3451,14719,45476,11642,0,10852,790,3568,11642,93.6626
茨城県,河内町,8231,3095,1953,861,1092,2845,0,1670,1128,47,338,2798,6623,1190,0,978,212,385,1190,80.4641
茨城県,八千代町,21026,6556,7082,3093,3989,6379,0,5494,764,121,1009,6258,19191,4423,0,4006,417,1130,4423,91.27271
茨城県,五霞町,8093,2577,2417,636,1781,2432,0,408,1927,97,667,2335,12145,6387,0,2101,4286,764,6387,150.06796
茨城県,境町,24201,6939,8168,2211,5957,6710,0,4604,1841,265,2384,6445,23838,6082,0,4907,1175,2649,6082,98.50006
茨城県,利根町,15340,6934,2535,669,1866,5031,0,2315,2687,29,840,5002,11528,1190,0,928,262,869,1190,75.14993
栃木県,栃木県,1933146,625443,749518,107179,642339,359040,0,277807,74952,6281,199145,74952,1914836,334449,0,277807,56642,205426,56642,99.05284
栃木県,宇都宮市,518757,152463,212109,19212,192897,57538,0,47724,8561,1253,96647,56285,535910,73438,0,65279,8159,97900,73438,103.30656
栃木県,足利市,144746,50678,56935,7291,49644,26033,0,6687,18764,582,11100,25451,139278,19983,0,8318,11665,11682,19983,96.22235
栃木県,栃木市,155549,55333,62488,9440,53048,29239,0,22918,5902,419,8489,28820,149917,23188,0,19800,3388,8908,23188,96.37928
栃木県,佐野市,116228,41226,49685,5792,43893,18691,0,11651,6740,300,6626,18391,115777,17940,0,12474,5466,6926,17940,99.61197
栃木県,鹿沼市,94033,32483,41302,6054,35248,17143,0,15856,1073,214,3105,16929,91763,14659,0,14114,545,3319,14659,97.58595
栃木県,日光市,77661,27427,34739,4781,29958,10081,0,9045,774,262,5414,9819,74206,6364,0,5798,566,5676,6364,95.55118
栃木県,小山市,166666,50407,61806,7455,54351,34602,0,18668,15062,872,19851,33730,166913,33977,0,20902,13075,20723,33977,100.1482
栃木県,真岡市,78190,24998,32088,5740,26348,16215,0,13011,2998,206,4889,16009,76697,14516,0,12011,2505,5095,14516,98.09055
栃木県,大田原市,72087,20749,29390,5926,23464,13169,0,12257,597,315,8779,12854,76069,16836,0,15808,1028,9094,16836,105.52388
栃木県,矢板市,31165,11510,9913,1887,8026,8357,0,7985,312,60,1385,8297,29511,6643,0,6496,147,1445,6643,94.69276
栃木県,那須塩原市,115210,34537,46526,6952,39574,20820,0,18844,1610,366,13327,20454,108819,14063,0,12941,1122,13693,14063,94.45274
栃木県,さくら市,44513,16618,14562,2708,11854,12719,0,12157,407,155,614,12564,40959,9010,0,8810,200,769,9010,92.01582
栃木県,那須烏山市,24875,9957,9191,2082,7109,5640,0,5375,225,40,87,5600,23688,4413,0,4132,281,127,4413,95.22814
栃木県,下野市,59507,18939,18727,3260,15467,18690,0,15743,2750,197,3151,18493,54539,13525,0,11920,1605,3348,13525,91.6514
栃木県,上三川町,30806,9053,9248,1864,7384,10087,0,9266,745,76,2418,10011,30706,9911,0,9114,797,2494,9911,99.67539
栃木県,益子町,21898,7055,6469,1868,4601,6820,0,6097,542,181,1554,6639,18111,2852,0,2690,162,1735,2852,82.70618
栃木県,茂木町,11891,4762,3949,1240,2709,3064,0,2702,338,24,116,3040,10590,1739,0,1465,274,140,1739,89.05895
栃木県,市貝町,11262,3411,3029,888,2141,4074,0,3870,146,58,748,4016,10253,3007,0,2911,96,806,3007,91.04067
栃木県,芳賀町,14961,4596,4717,1676,3041,4412,0,4173,169,70,1236,4342,30033,19414,0,18298,1116,1306,19414,200.74193
栃木県,壬生町,39474,13044,12381,2456,9925,11920,0,11017,780,123,2129,11797,36735,9058,0,8526,532,2252,9058,93.06126
栃木県,野木町,24913,9323,5649,1146,4503,8404,0,2967,5330,107,1537,8297,21568,4952,0,2284,2668,1644,4952,86.57327
栃木県,塩谷町,10354,3738,3010,1102,1908,3190,0,3064,68,58,416,3132,8904,1682,0,1665,17,474,1682,85.99575
栃木県,高根沢町,29229,8515,7472,1974,5498,10060,0,9590,322,148,3182,9912,24695,5378,0,5183,195,3330,5378,84.48801
栃木県,那須町,23956,8794,8569,2682,5887,4377,0,3620,591,166,2216,4211,25387,5642,0,4808,834,2382,5642,105.97345
栃木県,那珂川町,15215,5827,5564,1703,3861,3695,0,3520,146,29,129,3666,13808,2259,0,2060,199,158,2259,90.75255
群馬県,群馬県,1939110,634600,747273,102631,644642,391776,0,321528,63047,7201,165461,63047,1938160,383625,0,321528,62097,172662,62097,99.95101
群馬県,前橋市,332149,108777,137051,15693,121358,52455,0,46194,5347,914,33866,51541,345559,64951,0,60561,4390,34780,64951,104.03734
群馬県,高崎市,372973,120690,157905,16112,141793,60903,0,49455,10309,1139,33475,59764,378922,65713,0,56959,8754,34614,65713,101.59502
群馬県,桐生市,106445,37069,37818,6584,31234,22012,0,18584,3017,411,9546,21601,105101,20257,0,17408,2849,9957,20257,98.73738
群馬県,伊勢崎市,211850,62890,82438,9705,72733,43069,0,35653,6341,1075,23453,41994,206747,36891,0,31210,5681,24528,36891,97.59122
群馬県,太田市,223014,66596,92271,9581,82690,35991,0,24294,10817,880,28156,35111,240298,52395,0,35446,16949,29036,52395,107.75019
群馬県,沼田市,45337,15056,20219,3599,16620,7207,0,6703,344,160,2855,7047,44211,5921,0,5796,125,3015,5921,97.51638
群馬県,館林市,75309,25789,26727,3924,22803,18866,0,10679,8015,172,3927,18694,72354,15739,0,9028,6711,4099,15739,96.07617
群馬県,渋川市,74581,26591,27384,4442,22942,15754,0,14602,722,430,4852,15324,72441,13184,0,12934,250,5282,13184,97.13064
群馬県,藤岡市,63261,22241,22563,3265,19298,15719,0,11820,3723,176,2738,15543,60431,12713,0,10180,2533,2914,12713,95.52647
群馬県,富岡市,47446,17177,19572,3218,16354,8977,0,8246,590,141,1720,8836,49092,10482,0,10045,437,1861,10482,103.46921
群馬県,安中市,54907,20617,19605,2619,16986,12047,0,10884,906,257,2638,11790,51691,8574,0,8129,445,2895,8574,94.14282
群馬県,みどり市,49648,16176,14225,2964,11261,16295,0,14972,1137,186,2952,16109,43450,9911,0,9282,629,3138,9911,87.51611
群馬県,榛東村,14216,4430,3810,731,3079,5392,0,5184,148,60,584,5332,11216,2332,0,2264,68,644,2332,78.89702
群馬県,吉岡町,21792,6623,4612,897,3715,8764,0,8410,255,99,1793,8665,16825,3698,0,3652,46,1892,3698,77.20723
群馬県,上野村,1128,492,536,93,443,100,0,86,12,2,0,98,1151,121,0,111,10,2,121,102.03901
群馬県,神流町,1645,952,536,107,429,155,0,128,25,2,2,153,1727,235,0,203,32,4,235,104.9848
群馬県,下仁田町,6576,2880,2101,741,1360,1492,0,1396,74,22,103,1470,6273,1167,0,1140,27,125,1167,95.39234
群馬県,南牧村,1611,937,366,146,220,299,0,288,8,3,9,296,1488,173,0,172,1,12,173,92.36499
群馬県,甘楽町,12491,4070,3601,1124,2477,4132,0,3848,161,123,688,4009,10635,2153,0,2088,65,811,2153,85.1413
群馬県,中之条町,15386,5959,5577,1185,4392,3544,0,3435,93,16,306,3528,14513,2655,0,2622,33,322,2655,94.32601
群馬県,長野原町,5095,1576,2273,634,1639,921,0,817,79,25,325,896,5526,1327,0,1197,130,350,1327,108.45927
群馬県,嬬恋村,8850,2778,4784,1925,2859,1063,0,877,159,27,225,1036,8699,885,0,602,283,252,885,98.29379
群馬県,草津町,6049,1855,3226,563,2663,421,0,375,38,8,547,413,6543,907,0,799,108,555,907,108.16664
群馬県,高山村,3511,1306,1132,273,859,1053,0,1014,30,9,20,1044,3000,533,0,528,5,29,533,85.44574
群馬県,東吾妻町,12728,4621,4823,1278,3545,2874,0,2770,69,35,410,2839,12521,2632,0,2595,37,445,2632,98.37366
群馬県,片品村,3993,1255,2149,784,1365,522,0,493,21,8,67,514,3903,424,0,384,40,75,424,97.74606
群馬県,川場村,3480,1395,1127,443,684,891,0,849,27,15,67,876,3520,916,0,905,11,82,916,101.14943
群馬県,昭和村,6953,1868,3224,1414,1810,1707,0,1603,53,51,154,1656,6988,1691,0,1663,28,205,1691,100.50338
群馬県,みなかみ町,17195,6454,7071,1588,5483,3343,0,3093,203,47,327,3296,16353,2454,0,2358,96,374,2454,95.10323
群馬県,玉村町,36054,10845,9146,1418,7728,13057,0,11764,1136,157,3006,12900,32591,9437,0,8678,759,3163,9437,90.39496
群馬県,板倉町,14083,4295,4621,1619,3002,4320,0,2069,2179,72,847,4248,14135,4300,0,2253,2047,919,4300,100.36924
群馬県,明和町,10882,3758,2876,686,2190,3839,0,2442,1355,42,409,3797,11960,4875,0,3167,1708,451,4875,109.90627
群馬県,千代田町,10861,3631,2770,627,2143,3723,0,2686,923,114,737,3609,12314,5062,0,3664,1398,851,5062,113.37814
群馬県,大泉町,42089,13768,12648,1246,11402,12049,0,9323,2596,130,3624,11919,41962,11792,0,8841,2951,3754,11792,99.69826
群馬県,邑楽町,25522,9183,6486,1403,5083,8820,0,6492,2135,193,1033,8627,24020,7125,0,4664,2461,1226,7125,94.11488
埼玉県,埼玉県,7344765,2266274,1806886,293978,1512908,2224139,116135,1037581,1020437,49986,1047466,1020437,6581578,1410966,116135,1037581,257250,1097452,257250,89.6091
埼玉県,さいたま市,1324025,388270,279246,47859,231387,433524,116135,101950,206994,8445,222985,308944,1229480,330534,116135,162615,51784,231430,214399,92.85927
埼玉県,さいたま市西区,93499,30492,19675,3190,16485,28452,9703,8421,9671,657,14880,27795,81076,15372,6285,8125,962,15537,15372,86.71323
埼玉県,さいたま市北区,149242,42783,34035,4695,29340,48151,14089,12037,21196,829,24273,47322,135171,33251,10840,18396,4015,25102,33251,90.57169
埼玉県,さいたま市大宮区,117784,34474,26456,4653,21803,38328,9946,7226,20378,778,18526,37550,161249,81015,27378,38021,15616,19304,81015,136.9023
埼玉県,さいたま市見沼区,165049,52328,33540,5453,28087,49431,18415,12071,18099,846,29750,48585,136870,20406,6895,10153,3358,30596,20406,82.92689
埼玉県,さいたま市中央区,103269,28550,20455,3465,16990,35603,10679,6231,18187,506,18661,35097,103692,35520,14599,13812,7109,19167,35520,100.40961
埼玉県,さいたま市桜区,98661,26064,21055,3197,17858,31184,9649,7404,13484,647,20358,30537,84905,16781,6888,6678,3215,21005,16781,86.05731
埼玉県,さいたま市浦和区,164822,46332,33687,6412,27275,58896,12751,8820,36195,1130,25907,57766,162467,55411,20929,26281,8201,27037,55411,98.57119
埼玉県,さいたま市南区,191563,52586,34017,6842,27175,71833,13116,16787,40441,1489,33127,70344,146280,25061,9041,12022,3998,34616,25061,76.3613
埼玉県,さいたま市緑区,128321,37430,28177,5168,23009,43930,10792,11788,20491,859,18784,43071,103402,18152,6967,9231,1954,19643,18152,80.58073
埼玉県,さいたま市岩槻区,111815,37231,28149,4784,23365,27716,6995,11165,8852,704,18719,27012,114368,29565,6313,19896,3356,19423,29565,102.28324
埼玉県,川越市,354571,104233,98721,12929,85792,86422,0,51734,32698,1990,65195,84432,343052,72913,0,63911,9002,67185,72913,96.75129
埼玉県,熊谷市,194415,66896,65440,8407,57033,45478,0,31456,13327,695,16601,44783,189466,39834,0,33863,5971,17296,39834,97.45441
埼玉県,川口市,594274,163307,158244,25881,132363,171124,0,49947,116391,4786,101599,166338,490197,62261,0,45670,16591,106385,62261,82.4867
埼玉県,行田市,78617,27122,22933,3765,19168,22103,0,17362,4322,419,6459,21684,72909,15976,0,14246,1730,6878,15976,92.73948
埼玉県,秩父市,59674,23147,25374,3280,22094,8854,0,7686,1057,111,2299,8743,57673,6742,0,6466,276,2410,6742,96.64678
埼玉県,所沢市,342464,102659,85608,12915,72693,93437,0,29001,62504,1932,60760,91505,298938,47979,0,31054,16925,62692,47979,87.29034
埼玉県,飯能市,80361,28902,22579,3205,19374,22477,0,13122,9006,349,6403,22128,73398,15165,0,12118,3047,6752,15165,91.33535
埼玉県,加須市,111623,36993,34315,6044,28271,30277,0,21299,8392,586,10038,29691,106419,24487,0,19531,4956,10624,24487,95.33788
埼玉県,本庄市,78569,25317,25633,4331,21302,19228,0,11944,6805,479,8391,18749,79878,20058,0,14361,5697,8870,20058,101.66605
埼玉県,東松山市,91791,30230,25600,3533,22067,24419,0,19087,4818,514,11542,23905,94194,26308,0,24022,2286,12056,26308,102.6179
埼玉県,春日部市,229792,74195,55864,8107,47757,66352,0,36688,27806,1858,33381,64494,196819,31521,0,25148,6373,35239,31521,85.65094
埼玉県,狭山市,148699,52959,39810,5312,34498,40370,0,23556,15806,1008,15560,39362,141364,32027,0,27231,4796,16568,32027,95.06722
埼玉県,羽生市,52862,18408,16548,2632,13916,14234,0,10378,3540,316,3672,13918,51712,12768,0,10107,2661,3988,12768,97.82452
埼玉県,鴻巣市,116828,40966,28633,5189,23444,38093,0,27504,9937,652,9136,37441,94696,15309,0,14420,889,9788,15309,81.05591
埼玉県,深谷市,141268,46154,49763,8613,41150,33676,0,25627,7465,584,11675,33092,133595,25419,0,21914,3505,12259,25419,94.56848
埼玉県,上尾市,226940,72589,56345,7558,48787,71813,0,45626,24484,1703,26193,70110,189660,32830,0,30165,2665,27896,32830,83.57275
埼玉県,草加市,248304,65819,53936,9071,44865,74708,0,24173,48588,1947,53841,72761,210429,34886,0,24786,10100,55788,34886,84.74652
埼玉県,越谷市,341621,105542,90088,12483,77605,98591,0,41714,54620,2257,47400,96334,298114,52827,0,40956,11871,49657,52827,87.26454
埼玉県,蕨市,74283,20450,11755,3027,8728,27922,0,11135,16029,758,14156,27164,61066,13947,0,11743,2204,14914,13947,82.20723
埼玉県,戸田市,140899,33825,34145,5488,28657,46460,0,14048,31237,1175,26469,45285,129201,33587,0,25922,7665,27644,33587,91.6976
埼玉県,入間市,145651,49410,38804,5327,33477,41807,0,21970,19181,656,15630,41151,129463,24963,0,18301,6662,16286,24963,88.88576
埼玉県,朝霞市,141083,36295,29102,5122,23980,49704,0,16905,31775,1024,25982,48680,116982,24579,0,18227,6352,27006,24579,82.91715
埼玉県,志木市,75346,23832,13799,2899,10900,27279,0,11911,14881,487,10436,26792,59930,11376,0,9482,1894,10923,11376,79.53972
埼玉県,和光市,83989,20662,17110,3665,13445,31987,0,5756,25451,780,14230,31207,72463,19681,0,12151,7530,15010,19681,86.27677
埼玉県,新座市,166017,46912,34717,6551,28166,52574,0,16647,34225,1702,31814,50872,146065,30920,0,19885,11035,33516,30920,87.98195
埼玉県,桶川市,74748,26766,16830,2916,13914,26761,0,18549,7737,475,4391,26286,62763,14301,0,13548,753,4866,14301,83.96613
埼玉県,久喜市,150582,49683,38663,5875,32788,43724,0,26438,16004,1282,18512,42442,141711,33571,0,28402,5169,19794,33571,94.10886
埼玉県,北本市,65201,22968,13703,2447,11256,22193,0,15661,5938,594,6337,21599,53822,10220,0,9778,442,6931,10220,82.54781
埼玉県,八潮市,93363,24587,23193,4462,18731,27271,0,7807,18525,939,18312,26332,87711,20680,0,12787,7893,19251,20680,93.94621
埼玉県,富士見市,111859,31291,20349,4140,16209,39719,0,20408,18235,1076,20500,38643,84357,11141,0,10061,1080,21576,11141,75.41369
埼玉県,三郷市,142145,41941,36741,6047,30694,39588,0,11421,26816,1351,23875,38237,128520,24612,0,13472,11140,25226,24612,90.41472
埼玉県,蓮田市,61499,23123,12833,2310,10523,21075,0,13729,7112,234,4468,20841,51632,10974,0,10027,947,4702,10974,83.95584
埼玉県,坂戸市,100275,34358,23168,3326,19842,30993,0,23916,6697,380,11756,30613,92650,22988,0,20096,2892,12136,22988,92.39591
埼玉県,幸手市,50066,19135,11372,2209,9163,15684,0,9788,5582,314,3875,15370,44576,9880,0,7740,2140,4189,9880,89.03447
埼玉県,鶴ヶ島市,70117,21911,13330,2187,11143,24281,0,18085,5658,538,10595,23743,59006,12632,0,11857,775,11133,12632,84.15363
埼玉県,日高市,54571,19338,14875,2380,12495,16119,0,12486,3323,310,4239,15809,53611,14849,0,13766,1083,4549,14849,98.24082
埼玉県,吉川市,71979,20697,16855,2824,14031,24235,0,13153,10380,702,10192,23533,59025,10579,0,7911,2668,10894,10579,82.00308
埼玉県,ふじみ野市,113597,34800,23558,3824,19734,37491,0,20405,16206,880,17748,36611,93778,16792,0,14535,2257,18628,16792,82.55324
埼玉県,白岡市,52214,17882,10869,2103,8766,19904,0,13043,6482,379,3559,19525,41711,9022,0,8204,818,3938,9022,79.88471
埼玉県,伊奈町,44841,13319,11054,1582,9472,15582,0,12018,3363,201,4886,15381,43432,13972,0,13184,788,5087,13972,96.85779
埼玉県,三芳町,38434,12808,9117,1780,7337,11999,0,6650,4998,351,4510,11648,43913,17127,0,15148,1979,4861,17127,114.25561
埼玉県,毛呂山町,35366,13857,8647,1194,7453,10198,0,8741,1418,39,2664,10159,33387,8180,0,7491,689,2703,8180,94.40423
埼玉県,越生町,11029,3989,2337,612,1725,3974,0,3463,427,84,729,3890,10051,2912,0,2836,76,813,2912,91.13247
埼玉県,滑川町,19732,6283,4316,807,3509,7324,0,6110,1103,111,1809,7213,18658,6139,0,5961,178,1920,6139,94.55706
埼玉県,嵐山町,17889,6208,4177,794,3383,6003,0,5075,771,157,1501,5846,18565,6522,0,6329,193,1658,6522,103.77886
埼玉県,小川町,28524,11301,6832,1378,5454,9320,0,7767,1380,173,1071,9147,24181,4804,0,4648,156,1244,4804,84.77423
埼玉県,川島町,19378,6652,5210,1317,3893,6031,0,5086,741,204,1485,5827,21159,7608,0,7316,292,1689,7608,109.19083
埼玉県,吉見町,18192,6411,4182,1239,2943,6909,0,6042,795,72,690,6837,16800,5445,0,5098,347,762,5445,92.34828
埼玉県,鳩山町,13560,6090,2325,688,1637,4443,0,3613,724,106,702,4337,13161,3938,0,3377,561,808,3938,97.05752
埼玉県,ときがわ町,10540,3899,2752,658,2094,3467,0,3107,286,74,422,3393,9811,2664,0,2587,77,496,2664,93.08349
埼玉県,横瀬町,7979,3121,2104,345,1759,2577,0,2365,207,5,177,2572,6598,1191,0,1164,27,182,1191,82.69207
埼玉県,皆野町,9302,3724,2486,530,1956,2873,0,2671,155,47,219,2826,8421,1945,0,1916,29,266,1945,90.52892
埼玉県,長瀞町,6807,2532,1666,427,1239,2172,0,1982,124,66,437,2106,5960,1259,0,1238,21,503,1259,87.55693
埼玉県,小鹿野町,10928,4093,4174,802,3372,2418,0,2228,131,59,243,2359,10336,1767,0,1742,25,302,1767,94.58272
埼玉県,東秩父村,2709,1101,594,170,424,833,0,746,54,33,181,800,2361,452,0,446,6,214,452,87.15393
埼玉県,美里町,11039,4209,2696,693,2003,3649,0,3006,577,66,485,3583,11778,4322,0,3821,501,551,4322,106.69445
埼玉県,神川町,13359,4473,3327,815,2512,4295,0,2800,1421,74,1264,4221,12055,2917,0,1963,954,1338,2917,90.23879
埼玉県,上里町,30343,9630,7636,1457,6179,10299,0,6778,3315,206,2778,10093,26471,6221,0,4391,1830,2984,6221,87.23923
埼玉県,寄居町,32374,11821,8991,1659,7332,9813,0,8614,1011,188,1749,9625,32134,9385,0,8944,441,1937,9385,99.25866
埼玉県,宮代町,34147,12292,6187,1470,4717,12563,0,8567,3755,241,3105,12322,27806,5981,0,4465,1516,3346,5981,81.43029
埼玉県,杉戸町,43845,15944,9747,2000,7747,14987,0,10002,4605,380,3167,14607,40043,10805,0,9418,1387,3547,10805,91.32854
埼玉県,松伏町,28266,8943,5878,1318,4560,10459,0,7035,3042,382,2986,10077,22461,4272,0,3619,653,3368,4272,79.46296
千葉県,千葉県,6284480,1960385,1617903,258272,1359631,1785061,98034,852040,797943,37044,921131,797943,5672183,1135720,98034,852040,185646,958175,185646,90.257
千葉県,千葉市,974951,295032,217827,28601,189226,288989,98034,88684,96712,5559,173103,185396,956669,265148,98034,143149,23965,178662,167114,98.12483
千葉県,千葉市中央区,211736,57577,53860,5967,47893,52875,16178,18241,17637,819,47424,52056,258877,99197,35762,56168,7267,48243,99197,122.26405
千葉県,千葉市花見川区,177328,53905,32267,5405,26862,59715,17640,19611,21096,1368,31441,58347,141585,22604,7489,13489,1626,32809,22604,79.84357
千葉県,千葉市稲毛区,160582,49335,34635,4608,30027,49457,18769,12331,17515,842,27155,48615,150682,38715,16249,18944,3522,27997,38715,93.83493
千葉県,千葉市若葉区,146940,50683,33377,4843,28534,40746,19183,12367,8387,809,22134,39937,128104,21101,8420,11665,1016,22943,21101,87.18116
千葉県,千葉市緑区,129421,38846,29315,3814,25501,41470,16780,14370,9433,887,19790,40583,104899,16061,4564,11025,472,20677,16061,81.05253
千葉県,千葉市美浜区,148944,44686,34373,3964,30409,44726,9484,11764,22644,834,25159,43892,172522,67470,25550,31858,10062,25993,67470,115.83011
千葉県,銚子市,58431,22511,24213,5087,19126,8257,0,4177,3933,147,3450,8110,57920,7599,0,4596,3003,3597,7599,99.12546
千葉県,市川市,496676,128831,106627,20169,86458,169114,0,39607,125684,3823,92104,165291,401213,69828,0,50064,19764,95927,69828,80.77962
