都道府県,地域名,0_常住地による人口（夜間人口）,001_従業も通学もしていない,002_自市区町村で従業・通学,0021_自宅で従業,0022_自宅外の自市区町村で従業・通学,003_他市区町村で従業・通学,0031_自市内他区で従業・通学,0032_県内他市町村で従業・通学,0033_他県で従業・通学,0034_従業・通学市区町村「不詳・外国」,004_従業地・通学地「不詳」,0R1_（再掲）流出人口,1_従業地・通学地による人口（昼間人口）,101_うち他市区町村に常住,1011_自市内他区に常住,1012_県内他市町村に常住,1013_他県に常住,102_うち従業地・通学地「不詳」又は従業・通学市区町村「不詳・外国」で当地に常住している者,1R1_（再掲）流入人口,
長野県,池田町,9382,3494,2707,682,2025,2947,0,2868,54,25,234,2922,8724,2264,0,2260,4,259,2264,92.98657
長野県,松川村,9599,3273,2565,804,1761,3598,0,3552,33,13,163,3585,7245,1231,0,1227,4,176,1231,75.47661
長野県,白馬村,8575,2594,4274,1220,3054,921,0,856,56,9,786,912,8607,944,0,874,70,795,944,100.37318
長野県,小谷村,2647,912,1190,348,842,363,0,324,25,14,182,349,2648,350,0,310,40,196,350,100.03778
長野県,坂城町,14004,5121,4997,969,4028,3681,0,3571,78,32,205,3649,15029,4674,0,4659,15,237,4674,107.31934
長野県,小布施町,10660,3423,3656,1473,2183,3512,0,3433,50,29,69,3483,9042,1865,0,1855,10,98,1865,84.82176
長野県,高山村,6617,2106,2161,814,1347,2320,0,2285,18,17,30,2303,5417,1103,0,1101,2,47,1103,81.86489
長野県,山ノ内町,11352,3701,4738,2045,2693,2539,0,2463,34,42,374,2497,9965,1110,0,1074,36,416,1110,87.78189
長野県,木島平村,4375,1362,1481,549,932,1169,0,1119,17,33,363,1136,3875,636,0,633,3,396,636,88.57143
長野県,野沢温泉村,3279,1105,1458,586,872,602,0,558,28,16,114,586,3035,342,0,333,9,130,342,92.55871
長野県,信濃町,7739,2842,3108,976,2132,1701,0,1520,159,22,88,1679,7225,1165,0,983,182,110,1165,93.35832
長野県,小川村,2215,810,797,275,522,596,0,575,9,12,12,584,1816,185,0,184,1,24,185,81.98646
長野県,飯綱町,10296,3301,3660,1490,2170,3206,0,3121,66,19,129,3187,8338,1229,0,1208,21,148,1229,80.98291
長野県,栄村,1660,670,746,305,441,222,0,133,82,7,22,215,1648,203,0,122,81,29,203,99.27711
岐阜県,岐阜県,1978742,641823,734300,102080,632220,442176,0,317516,117904,6756,160443,117904,1911876,368554,0,317516,51038,167199,51038,96.62078
岐阜県,岐阜市,402557,123409,162076,19083,142993,70571,0,45159,23682,1730,46501,68841,411497,77781,0,63322,14459,48231,77781,102.2208
岐阜県,大垣市,158286,53527,62898,6985,55913,31237,0,23101,7720,416,10624,30821,163768,36303,0,32673,3630,11040,36303,103.46335
岐阜県,高山市,84419,26203,51971,7554,44417,3347,0,2938,318,91,2898,3256,85345,4182,0,3862,320,2989,4182,101.09691
岐阜県,多治見市,106732,36631,35059,4202,30857,26685,0,11763,14522,400,8357,26285,96784,16337,0,11982,4355,8757,16337,90.67946
岐阜県,関市,85283,27351,35878,4933,30945,17402,0,15051,2148,203,4652,17199,87254,19170,0,17567,1603,4855,19170,102.31113
岐阜県,中津川市,76570,25444,37814,4463,33351,8070,0,5878,2030,162,5242,7908,75477,6815,0,5585,1230,5404,6815,98.57255
岐阜県,美濃市,19247,6701,6991,1357,5634,4764,0,4335,347,82,791,4682,20224,5659,0,5464,195,873,5659,105.07612
岐阜県,瑞浪市,37150,12066,12779,1780,10999,9353,0,6861,2346,146,2952,9207,35022,7079,0,6089,990,3098,7079,94.27187
岐阜県,羽島市,65649,19027,19146,3547,15599,19317,0,12624,6321,372,8159,18945,57394,10690,0,8224,2466,8531,10690,87.42555
岐阜県,恵那市,47774,16561,20648,2674,17974,8463,0,6576,1749,138,2102,8325,46943,7494,0,6988,506,2240,7494,98.26056
岐阜県,美濃加茂市,56689,17178,18734,2436,16298,16466,0,13300,3064,102,4311,16364,55378,15053,0,13450,1603,4413,15053,97.68738
岐阜県,土岐市,55348,18559,19288,3237,16051,13785,0,8784,4809,192,3716,13593,53195,11440,0,9729,1711,3908,11440,96.11007
岐阜県,各務原市,144521,47457,48023,5845,42178,34605,0,19599,14472,534,14436,34071,136598,26148,0,19803,6345,14970,26148,94.51775
岐阜県,可児市,99968,31435,29228,2965,26263,24208,0,14152,9670,386,15097,23822,96289,20143,0,16363,3780,15483,20143,96.31982
岐阜県,山県市,25280,9033,8158,1634,6524,7420,0,6739,600,81,669,7339,22143,4202,0,4081,121,750,4202,87.59098
岐阜県,瑞穂市,56388,15783,14467,2218,12249,20104,0,16323,3548,233,6034,19871,46187,9670,0,8881,789,6267,9670,81.90927
岐阜県,飛騨市,22538,8378,10894,1636,9258,3133,0,2970,154,9,133,3124,21833,2419,0,2163,256,142,2419,96.87195
岐阜県,本巣市,32928,10419,9604,1835,7769,10351,0,9151,1068,132,2554,10219,33062,10353,0,9994,359,2686,10353,100.40695
岐阜県,郡上市,38997,13993,22491,3302,19189,1970,0,1664,275,31,543,1939,38276,1218,0,1076,142,574,1218,98.15114
岐阜県,下呂市,30428,10855,16718,2089,14629,1725,0,1590,93,42,1130,1683,30297,1552,0,1444,108,1172,1552,99.56948
岐阜県,海津市,32735,10398,10957,2488,8469,9148,0,4529,4404,215,2232,8933,29117,5315,0,3975,1340,2447,5315,88.94761
岐阜県,岐南町,25881,7540,5893,1115,4778,9244,0,6801,2371,72,3204,9172,24949,8240,0,7247,993,3276,8240,96.3989
岐阜県,笠松町,22208,7615,4661,1056,3605,8072,0,5696,2306,70,1860,8002,20146,5940,0,5121,819,1930,5940,90.71506
岐阜県,養老町,26882,9546,7751,1316,6435,8168,0,6978,1064,126,1417,8042,24418,5578,0,5302,276,1543,5578,90.83402
岐阜県,垂井町,26402,9407,7592,1006,6586,8042,0,6891,1074,77,1361,7965,23558,5121,0,4883,238,1438,5121,89.22809
岐阜県,関ケ原町,6610,2580,1868,337,1531,2051,0,1663,370,18,111,2033,6498,1921,0,1612,309,129,1921,98.3056
岐阜県,神戸町,18585,6564,4663,1039,3624,6827,0,6086,689,52,531,6775,15885,4075,0,3988,87,583,4075,85.47215
岐阜県,輪之内町,9654,2790,2648,532,2116,3575,0,3041,497,37,641,3538,9431,3315,0,3039,276,678,3315,97.69008
岐阜県,安八町,14355,4761,3606,727,2879,5439,0,4650,745,44,549,5395,12526,3566,0,3356,210,593,3566,87.25879
岐阜県,揖斐川町,19529,7345,6187,1266,4921,5286,0,4786,430,70,711,5216,19037,4724,0,4627,97,781,4724,97.48067
岐阜県,大野町,22041,7056,5777,1266,4511,8080,0,7270,661,149,1128,7931,17890,3780,0,3688,92,1277,3780,81.16692
岐阜県,池田町,23360,7557,6532,1168,5364,8049,0,7264,747,38,1222,8011,20089,4740,0,4642,98,1260,4740,85.99743
岐阜県,北方町,18139,5520,3725,712,3013,6962,0,6210,721,31,1932,6931,14773,3565,0,3472,93,1963,3565,81.4433
岐阜県,坂祝町,8071,2482,1809,366,1443,3073,0,2501,500,72,707,3001,7668,2598,0,2284,314,779,2598,95.00681
岐阜県,富加町,5626,1778,1394,401,993,1959,0,1730,195,34,495,1925,5900,2199,0,2143,56,529,2199,104.87025
岐阜県,川辺町,9860,3390,2502,516,1986,3809,0,3343,432,34,159,3775,7928,1843,0,1755,88,193,1843,80.40568
岐阜県,七宗町,3402,1352,874,270,604,980,0,879,74,27,196,953,2997,548,0,533,15,223,548,88.09524
岐阜県,八百津町,10195,3969,3095,682,2413,2927,0,2530,381,16,204,2911,9492,2208,0,1994,214,220,2208,93.10446
岐阜県,白川町,7412,2980,3246,782,2464,1140,0,1044,81,15,46,1125,6997,710,0,683,27,61,710,94.40097
岐阜県,東白川村,2016,741,933,260,673,342,0,331,11,0,0,342,1862,188,0,186,2,0,188,92.36111
岐阜県,御嵩町,17516,6027,4732,761,3971,5923,0,4675,1173,75,834,5848,16200,4532,0,4139,393,909,4532,92.48687
岐阜県,白川村,1511,415,990,239,751,104,0,60,42,2,2,102,1549,140,0,107,33,4,140,102.51489
静岡県,静岡県,3633202,1208406,1438708,187935,1250773,746635,226060,471963,41719,6893,239453,41719,3625491,732031,226060,471963,34008,246346,34008,99.78776
静岡県,静岡市,693389,222798,294758,34638,260120,112554,79185,27069,4717,1583,63279,31786,713197,130779,79185,48157,3437,64862,51594,102.85669
静岡県,静岡市葵区,249297,82383,107630,13096,94534,37683,26930,8543,1683,527,21601,37156,270866,58725,35599,21943,1183,22128,58725,108.65193
静岡県,静岡市駿河区,213026,63759,84270,9451,74819,42466,30677,9635,1632,522,22531,41944,214124,43042,26212,15671,1159,23053,43042,100.51543
静岡県,静岡市清水区,231066,76656,102858,12091,90767,32405,21578,8891,1402,534,19147,31871,228207,29012,17374,10543,1095,19681,29012,98.76269
静岡県,浜松市,790718,264761,295022,41551,253471,197603,146875,41272,8431,1025,33332,49703,783766,189626,146875,36443,6308,34357,42751,99.1208
静岡県,浜松市中区,235240,77427,95433,10809,84624,48591,36353,9540,2488,210,13789,48381,249152,62293,45924,13610,2759,13999,62293,105.91396
静岡県,浜松市東区,129356,42006,44150,5747,38403,36957,26992,8674,1072,219,6243,36738,126138,33520,25583,7224,713,6462,33520,97.51229
静岡県,浜松市西区,108160,36311,38704,6042,32662,29795,21806,6279,1577,133,3350,29662,97536,19038,15403,3017,618,3483,19038,90.17751
静岡県,浜松市南区,99769,33354,34151,4406,29745,28589,20665,6709,1026,189,3675,28400,96652,25283,19959,4730,594,3864,25283,96.87578
静岡県,浜松市北区,92688,30759,38597,7983,30614,20501,15939,3050,1427,85,2831,20416,98481,26209,21373,3593,1243,2916,26209,106.25
静岡県,浜松市浜北区,98779,32983,35239,4820,30419,27521,21200,5523,629,169,3036,27352,89910,18483,15015,3205,263,3205,18483,91.02137
静岡県,浜松市天竜区,26726,11921,8748,1744,7004,5649,3920,1497,212,20,408,5629,25897,4800,3618,1064,118,428,4800,96.89815
静岡県,沼津市,189386,61911,72155,8738,63417,26771,0,23979,2371,421,28549,26350,204356,41320,0,39886,1434,28970,41320,107.90449
静岡県,熱海市,34208,14534,12108,2229,9879,3914,0,1768,2092,54,3652,3860,37413,7065,0,4234,2831,3706,7065,109.36915
静岡県,三島市,107783,37899,35195,5045,30150,29436,0,26260,3063,113,5253,29323,103237,24777,0,22997,1780,5366,24777,95.78227
静岡県,富士宮市,128105,42663,57825,6497,51328,19290,0,17969,1121,200,8327,19090,122282,13267,0,12262,1005,8527,13267,95.45451
静岡県,伊東市,65491,26739,27033,4198,22835,5452,0,4302,1053,97,6267,5355,63019,2883,0,2538,345,6364,2883,96.22544
静岡県,島田市,95719,31988,38055,6057,31998,22125,0,21523,415,187,3551,21938,88727,14946,0,14779,167,3738,14946,92.69529
静岡県,富士市,245392,82550,114115,10591,103524,31431,0,28814,2218,399,17296,31032,242701,28341,0,27080,1261,17695,28341,98.90339
静岡県,磐田市,166672,53063,69153,7921,61232,32135,0,30806,911,418,12321,31717,171086,36131,0,35649,482,12739,36131,102.64832
静岡県,焼津市,136845,45775,52251,5933,46318,31771,0,30657,750,364,7048,31407,128682,23244,0,22866,378,7412,23244,94.03486
静岡県,掛川市,114954,37354,48102,6259,41843,24177,0,23327,719,131,5321,24046,115361,24453,0,24108,345,5452,24453,100.35405
静岡県,藤枝市,141342,47606,51381,6943,44438,35492,0,34261,781,450,6863,35042,130492,24192,0,23950,242,7313,24192,92.32358
静岡県,御殿場市,86614,25392,38906,3565,35341,14096,0,11657,2320,119,8220,13977,86611,13974,0,12021,1953,8339,13974,99.99654
静岡県,袋井市,87864,26676,32774,3956,28818,23602,0,23030,437,135,4812,23467,86696,22299,0,21988,311,4947,22299,98.67067
静岡県,下田市,20183,8152,9391,1713,7678,1915,0,1805,98,12,725,1903,20917,2637,0,2545,92,737,2637,103.63672
静岡県,裾野市,50911,16913,17773,1920,15853,13568,0,12703,789,76,2657,13492,52141,14722,0,13529,1193,2733,14722,102.41598
静岡県,湖西市,57885,19011,26111,2679,23432,10784,0,6384,4320,80,1979,10704,65179,17998,0,9860,8138,2059,17998,112.60085
静岡県,伊豆市,28190,10987,10700,2156,8544,5293,0,4956,237,100,1210,5193,26940,3943,0,3797,146,1310,3943,95.5658
静岡県,御前崎市,31103,9787,12800,2136,10664,7047,0,6835,143,69,1469,6978,30129,6004,0,5833,171,1538,6004,96.86847
静岡県,菊川市,47789,14442,17295,3039,14256,13410,0,13023,232,155,2642,13255,45103,10569,0,10449,120,2797,10569,94.37946
静岡県,伊豆の国市,46804,16443,15341,2851,12490,11646,0,10934,590,122,3374,11524,44990,9710,0,9539,171,3496,9710,96.12426
静岡県,牧之原市,43502,13009,18950,4281,14669,9238,0,9009,123,106,2305,9132,49988,15618,0,15460,158,2411,15618,114.90966
静岡県,東伊豆町,11488,5018,4707,1115,3592,1651,0,1565,78,8,112,1643,11159,1314,0,1261,53,120,1314,97.13614
静岡県,河津町,6870,2927,2621,742,1879,1287,0,1239,31,17,35,1270,6485,885,0,857,28,52,885,94.39592
静岡県,南伊豆町,7877,3690,2830,814,2016,1190,0,1149,25,16,167,1174,7500,797,0,775,22,183,797,95.21391
静岡県,松崎町,6038,2815,2140,618,1522,1021,0,990,18,13,62,1008,5675,645,0,637,8,75,645,93.98808
静岡県,西伊豆町,7090,3343,2724,494,2230,916,0,867,30,19,107,897,7000,807,0,755,52,126,807,98.73061
静岡県,函南町,36794,13859,9165,1834,7331,12622,0,11776,784,62,1148,12560,29640,5406,0,5326,80,1210,5406,80.55661
静岡県,清水町,31710,10188,8814,1318,7496,11174,0,10539,541,94,1534,11080,30482,9852,0,9775,77,1628,9852,96.1274
静岡県,長泉町,43336,13567,11849,1641,10208,15091,0,13663,1332,96,2829,14995,40942,12601,0,12270,331,2925,12601,94.47572
静岡県,小山町,18568,6035,7612,996,6616,4588,0,3807,745,36,333,4552,19420,5404,0,4622,782,369,5404,104.58854
静岡県,吉田町,28919,8154,10248,1445,8803,8234,0,8029,122,83,2283,8151,30423,9655,0,9589,66,2366,9655,105.20073
静岡県,川根本町,6206,2503,2932,683,2249,758,0,747,6,5,13,753,6061,608,0,589,19,18,608,97.66355
静岡県,森町,17457,5854,5872,1339,4533,5353,0,5249,76,28,378,5325,17691,5559,0,5537,22,406,5559,101.34044
愛知県,愛知県,7542415,2245089,2367625,301952,2065673,1960164,463232,1376889,88668,31375,969537,88668,7629723,2016097,463232,1376889,175976,1000912,175976,101.15756
愛知県,名古屋市,2332176,673246,558657,83877,474780,684377,463232,189884,20453,10808,415896,210337,2594018,935411,463232,381486,90693,426704,472179,111.22737
愛知県,名古屋市千種区,165245,46314,38038,6135,31903,51261,39287,9313,1894,767,29632,50494,177394,62643,34038,23223,5382,30399,62643,107.35211
愛知県,名古屋市東区,84392,23688,19116,3449,15667,25898,20066,4653,988,191,15690,25707,126399,67714,36568,24703,6443,15881,67714,149.77605
愛知県,名古屋市北区,162956,47489,35081,5914,29167,47101,31658,13278,1250,915,33285,46186,148326,31556,14406,14629,2521,34200,31556,91.02212
愛知県,名古屋市西区,151082,41651,38126,6358,31768,44750,29002,13339,1567,842,26555,43908,157456,50282,19635,25802,4845,27397,50282,104.2189
愛知県,名古屋市中村区,138599,40059,35751,5753,29998,34012,23355,8489,1608,560,28777,33452,239848,134701,56422,58646,19633,29337,134701,173.05175
愛知県,名古屋市中区,93100,18288,25321,4417,20904,18419,12805,4469,864,281,31072,18138,294608,219646,111519,83557,24570,31353,219646,316.44253
愛知県,名古屋市昭和区,107599,30374,24749,4519,20230,34096,26567,6193,916,420,18380,33676,121955,48032,26348,17222,4462,18800,48032,113.34213
愛知県,名古屋市瑞穂区,108332,32773,24101,4302,19799,36535,28272,6815,926,522,14923,36013,107992,35673,20729,12488,2456,15445,35673,99.68615
愛知県,名古屋市熱田区,66957,19240,14049,2435,11614,21337,15916,4556,614,251,12331,21086,87830,41959,21961,15998,4000,12582,41959,131.17374
愛知県,名古屋市中川区,220728,61132,52838,7791,45047,64258,45002,15653,2290,1313,42500,62945,194572,36789,19337,14741,2711,43813,36789,88.15012
愛知県,名古屋市港区,143715,45975,42545,4212,38333,31822,21185,9171,959,507,23373,31315,164696,52296,29706,18533,4057,23880,52296,114.59903
愛知県,名古屋市南区,134510,41248,31839,4900,26939,36164,25131,9606,740,687,25259,35477,135989,36956,20703,14355,1898,25946,36956,101.09955
愛知県,名古屋市守山区,176587,53952,42580,5608,36972,53732,31302,19963,1585,882,26323,52850,153225,29488,10732,16532,2224,27205,29488,86.77026
愛知県,名古屋市緑区,248802,75002,59591,7356,52235,79900,42872,34143,1624,1261,34309,78639,198195,28032,12237,14969,826,35570,28032,79.65973
愛知県,名古屋市名東区,164755,47352,38056,5382,32674,52403,34651,15434,1577,741,26944,51662,141161,28068,12884,13615,1569,27685,28068,85.67934
愛知県,名古屋市天白区,164817,48709,36876,5346,31530,52689,36161,14809,1051,668,26543,52021,144372,31576,16007,12473,3096,27211,31576,87.59533
愛知県,豊橋市,371920,110219,175894,20105,155789,48289,0,37223,10063,1003,37518,47286,361317,36683,0,29452,7231,38521,36683,97.14912
愛知県,岡崎市,384654,113658,158366,13942,144424,72546,0,69824,1529,1193,40084,71353,365085,51784,0,50264,1520,41277,51784,94.91257
愛知県,一宮市,380073,115129,122306,15425,106881,86070,0,70841,13643,1586,56568,84484,334135,38546,0,27737,10809,58154,38546,87.91337
愛知県,瀬戸市,127792,41649,39963,4842,35121,32708,0,30540,1509,659,13472,32049,116028,20285,0,18271,2014,14131,20285,90.79442
愛知県,半田市,117884,37043,40250,3855,36395,28996,0,28168,390,438,11595,28558,118122,28796,0,28377,419,12033,28796,100.20189
愛知県,春日井市,308681,96686,101836,10109,91727,74825,0,69082,4723,1020,35334,73805,281390,46514,0,38131,8383,36354,46514,91.15883
愛知県,豊川市,184661,57610,80750,9434,71316,36002,0,33354,1943,705,10299,35297,172462,23098,0,22187,911,11004,23098,93.39384
愛知県,津島市,60942,20133,16656,2748,13908,19366,0,17975,1143,248,4787,19118,57394,15570,0,14561,1009,5035,15570,94.17807
愛知県,碧南市,72458,20831,26523,3939,22584,18642,0,18184,162,296,6462,18346,71348,17236,0,17097,139,6758,17236,98.46808
愛知県,刈谷市,153834,41996,50200,4783,45417,39280,0,38118,663,499,22358,38781,186355,71302,0,69073,2229,22857,71302,121.14032
愛知県,豊田市,422330,121910,203518,13757,189761,47883,0,45300,1483,1100,49019,46783,469093,93546,0,89246,4300,50119,93546,111.07262
愛知県,安城市,187990,52763,63114,6892,56222,45316,0,43861,768,687,26797,44629,199391,56030,0,55122,908,27484,56030,106.06468
愛知県,西尾市,169046,51434,72898,9754,63144,31743,0,30776,342,625,12971,31118,164217,26289,0,26061,228,13596,26289,97.14338
愛知県,蒲郡市,79538,25764,32500,4859,27641,16762,0,16194,372,196,4512,16566,74404,11432,0,11082,350,4708,11432,93.54522
愛知県,犬山市,73090,24930,20544,2687,17857,22015,0,17880,3825,310,5601,21705,70270,18885,0,12550,6335,5911,18885,96.14174
愛知県,常滑市,58710,17423,20596,2412,18184,13371,0,12959,186,226,7320,13145,61339,15774,0,15345,429,7546,15774,104.47794
愛知県,江南市,98255,31123,25178,3727,21451,31816,0,28145,3067,604,10138,31212,82300,15257,0,12655,2602,10742,15257,83.76164
愛知県,小牧市,148831,43774,52961,4723,48238,31060,0,28487,2000,573,21036,30487,176255,57911,0,50771,7140,21609,57911,118.42627
愛知県,稲沢市,134751,43273,42388,6826,35562,39078,0,35538,2800,740,10012,38338,129117,32704,0,28526,4178,10752,32704,95.81895
愛知県,新城市,44355,14717,19799,3295,16504,7746,0,7036,543,167,2093,7579,43444,6668,0,6132,536,2260,6668,97.94612
愛知県,東海市,113787,32548,38718,3704,35014,29656,0,28728,550,378,12865,29278,115790,31281,0,30323,958,13243,31281,101.76031
愛知県,大府市,93123,26855,27367,2997,24370,27883,0,26996,566,321,11018,27562,95861,30300,0,29539,761,11339,30300,102.9402
愛知県,知多市,84364,27824,20479,2691,17788,28506,0,27757,395,354,7555,28152,65854,9642,0,9275,367,7909,9642,78.05936
愛知県,知立市,72193,21017,16493,2054,14439,27047,0,26546,305,196,7636,26851,59934,14592,0,14311,281,7832,14592,83.01913
愛知県,尾張旭市,83144,26850,19296,2924,16372,29704,0,28642,665,397,7294,29307,66903,13066,0,12458,608,7691,13066,80.46642
愛知県,高浜市,46106,12527,13275,1557,11718,15504,0,15137,117,250,4800,15254,42551,11699,0,11591,108,5050,11699,92.28951
愛知県,岩倉市,47983,13994,9079,1572,7507,16927,0,15924,687,316,7983,16611,39048,7676,0,7153,523,8299,7676,81.37882
愛知県,豊明市,69295,21783,17060,2207,14853,22096,0,21419,334,343,8356,21753,65892,18350,0,17688,662,8699,18350,95.08911
愛知県,日進市,91520,25692,21904,2969,18935,32738,0,31822,607,309,11186,32429,83994,24903,0,22727,2176,11495,24903,91.77666
愛知県,田原市,59360,15228,33808,10165,23643,6570,0,6110,282,178,3754,6392,64278,11310,0,11028,282,3932,11310,108.28504
愛知県,愛西市,60829,20584,15571,4098,11473,22232,0,20344,1665,223,2442,22009,49231,10411,0,9276,1135,2665,10411,80.93344
愛知県,清須市,67352,19741,15831,2690,13141,23322,0,21985,914,423,8458,22899,62295,17842,0,16332,1510,8881,17842,92.49169
愛知県,北名古屋市,86385,25427,21058,3236,17822,28311,0,26776,985,550,11589,27761,77622,18998,0,17402,1596,12139,18998,89.85588
愛知県,弥富市,43025,13025,11808,2048,9760,13854,0,11297,2323,234,4338,13620,42653,13248,0,10752,2496,4572,13248,99.13539
愛知県,みよし市,61952,17512,18255,2045,16210,21123,0,20556,300,267,5062,20856,62638,21542,0,21086,456,5329,21542,101.10731
愛知県,あま市,86126,27371,21106,3753,17353,29370,0,27530,1101,739,8279,28631,71995,14500,0,13640,860,9018,14500,83.59264
愛知県,長久手市,60162,15813,16048,1976,14072,20377,0,19701,453,223,7924,20154,63489,23481,0,21830,1651,8147,23481,105.53007
愛知県,東郷町,43903,13407,10254,1535,8719,16298,0,15843,217,238,3944,16060,36275,8432,0,8310,122,4182,8432,82.62533
愛知県,豊山町,15613,4187,4254,627,3627,5361,0,5133,124,104,1811,5257,19886,9530,0,8993,537,1915,9530,127.36822
愛知県,大口町,24305,7869,6585,708,5877,8447,0,7592,753,102,1404,8345,33351,17391,0,14762,2629,1506,17391,137.21868
愛知県,扶桑町,34133,11150,7213,1166,6047,13379,0,11729,1457,193,2391,13186,26748,5801,0,4798,1003,2584,5801,78.36405
愛知県,大治町,32399,8646,6449,1293,5156,12056,0,11438,376,242,5248,11814,24592,4007,0,3854,153,5490,4007,75.90358
愛知県,蟹江町,37338,10783,8009,1385,6624,13922,0,12616,1015,291,4624,13631,30409,6702,0,6061,641,4915,6702,81.4425
愛知県,飛島村,4575,1388,1531,436,1095,1396,0,1271,110,15,260,1381,12923,9729,0,8611,1118,275,9729,282.46995
愛知県,阿久比町,28383,9764,6329,1063,5266,10406,0,10204,115,87,1884,10319,24679,6615,0,6556,59,1971,6615,86.94993
愛知県,東浦町,49596,16170,11744,1701,10043,17652,0,17228,195,229,4030,17423,41183,9010,0,8943,67,4259,9010,83.03694
愛知県,南知多町,16617,5645,7135,2035,5100,2944,0,2814,25,105,893,2839,15744,1966,0,1947,19,998,1966,94.74634
愛知県,美浜町,22496,7102,6937,1327,5610,6802,0,6654,70,78,1655,6724,20456,4684,0,4370,314,1733,4684,90.93172
愛知県,武豊町,43535,13321,12259,1408,10851,13605,0,13319,120,166,4350,13439,37528,7432,0,7265,167,4516,7432,86.20191
愛知県,幸田町,42449,12866,13285,1822,11463,13802,0,13541,139,122,2496,13680,39668,10899,0,10730,169,2618,10899,93.44861
愛知県,設楽町,4437,1904,1987,508,1479,491,0,451,29,11,55,480,4823,866,0,793,73,66,866,108.69957
愛知県,東栄町,2942,1329,1147,194,953,387,0,336,44,7,79,380,2865,303,0,248,55,86,303,97.38273
愛知県,豊根村,1017,456,454,67,387,105,0,81,23,1,2,104,1081,168,0,111,57,3,168,106.29302
三重県,三重県,1770254,568751,703837,74950,628887,301283,0,238171,55830,7282,196383,55830,1745312,269059,0,238171,30888,203665,30888,98.59105
三重県,津市,274537,90515,123770,9982,113788,30835,0,25855,4252,728,29417,30107,282357,37927,0,34688,3239,30145,37927,102.84843
三重県,四日市市,305424,86085,124740,10192,114548,38996,0,27483,10539,974,55603,38022,319793,52391,0,45675,6716,56577,52391,104.70461
三重県,伊勢市,122765,40493,52169,5788,46381,16948,0,15522,905,521,13155,16427,122959,16621,0,16161,460,13676,16621,100.15803
三重県,松阪市,159145,51921,64591,7266,57325,27255,0,24870,1673,712,15378,26543,152292,19690,0,19238,452,16090,19690,95.69386
三重県,桑名市,138613,41938,49734,5471,44263,32197,0,17098,14433,666,14744,31531,128564,21482,0,15684,5798,15410,21482,92.75032
三重県,鈴鹿市,195670,58506,77201,6930,70271,36243,0,31490,3981,772,23720,35471,185194,24995,0,23500,1495,24492,24995,94.64609
三重県,名張市,76387,27779,29186,2669,26517,14975,0,9388,5307,280,4447,14695,67501,5809,0,3774,2035,4727,5809,88.36713
三重県,尾鷲市,16252,7015,6928,886,6042,1325,0,1217,92,16,984,1309,16734,1791,0,1686,105,1000,1791,102.96579
三重県,亀山市,49835,14744,17065,1759,15306,11414,0,10277,859,278,6612,11136,49763,11064,0,10326,738,6890,11064,99.85552
三重県,鳥羽市,17525,5959,7766,1841,5925,2568,0,2428,61,79,1232,2489,18578,3542,0,3443,99,1311,3542,106.00856
三重県,熊野市,15965,7403,6410,1110,5300,1802,0,1277,512,13,350,1789,16254,2078,0,1773,305,363,2078,101.81021
三重県,いなべ市,44973,13384,18671,1972,16699,9364,0,7773,1355,236,3554,9128,49654,13809,0,11786,2023,3790,13809,110.40847
三重県,志摩市,46057,17947,19477,2847,16630,5040,0,4608,297,135,3593,4905,43015,1863,0,1754,109,3728,1863,93.39514
三重県,伊賀市,88766,27212,43010,4754,38256,7933,0,4599,2941,393,10611,7540,94910,13684,0,9712,3972,11004,13684,106.92157
三重県,木曽岬町,6023,1714,1438,405,1033,2138,0,598,1462,78,733,2060,5732,1769,0,743,1026,811,1769,95.16852
三重県,東員町,25784,8998,6253,775,5478,8941,0,7233,1565,143,1592,8798,22435,5449,0,5112,337,1735,5449,87.01132
三重県,菰野町,40559,12538,12048,1724,10324,12228,0,10995,1009,224,3745,12004,34317,5762,0,5555,207,3969,5762,84.61007
三重県,朝日町,11021,3067,2506,295,2211,4629,0,3573,993,63,819,4566,9164,2709,0,2534,175,882,2709,83.15035
三重県,川越町,15123,4214,3724,480,3244,5589,0,4542,981,66,1596,5523,14396,4796,0,4388,408,1662,4796,95.19275
三重県,多気町,14021,4977,4318,997,3321,4161,0,3991,100,70,565,4091,14650,4720,0,4581,139,635,4720,104.48613
三重県,明和町,22445,8213,5808,1041,4767,7591,0,6946,200,445,833,7146,19812,4513,0,4496,17,1278,4513,88.2691
三重県,大台町,8668,3519,3026,591,2435,1713,0,1631,41,41,410,1672,8320,1324,0,1303,21,451,1324,95.98523
三重県,玉城町,15041,4815,4189,832,3357,5180,0,4961,113,106,857,5074,14515,4548,0,4521,27,963,4548,96.50289
三重県,度会町,7847,2966,1856,454,1402,2762,0,2675,43,44,263,2718,6142,1013,0,1001,12,307,1013,78.27195
三重県,大紀町,7815,3730,2407,507,1900,1597,0,1553,30,14,81,1583,7049,817,0,811,6,95,817,90.19834
三重県,南伊勢町,10989,5427,3656,877,2779,1612,0,1497,55,60,294,1552,10362,925,0,911,14,354,925,94.29429
三重県,紀北町,14604,6481,5890,983,4907,1745,0,1627,77,41,488,1704,14118,1218,0,1191,27,529,1218,96.67214
三重県,御浜町,8079,3132,3016,1016,2000,1844,0,1370,460,14,87,1830,7732,1483,0,1218,265,101,1483,95.70491
